,question,facts,results,precesion,recall
1575,['What has Carl Sagan written his books about?'],"['http://dbpedia.org/ontology/author,http://dbpedia.org/property/subject,http://dbpedia.org/ontology/Book,']",[' [        "http://dbpedia.org/ontology/writer"    ]'],['0.5'],['1.0']
1576,['How many characters are there in The Office?'],"['http://dbpedia.org/ontology/series,http://dbpedia.org/ontology/FictionalCharacter,']",[' [        "http://dbpedia.org/ontology/mainCharacter"    ]'],['0.0'],['0.0']
1577,['What are some TV shows similar to the one produced by Susie Liggat?'],"['http://dbpedia.org/property/producer,http://dbpedia.org/ontology/related,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/showJudge"    ]'],['0.5'],['1.0']
1578,['How did the child of Stevens T. Mason die?'],"['http://dbpedia.org/ontology/child,http://dbpedia.org/ontology/deathCause,']","[' [        ""http://dbpedia.org/ontology/child"",         ""http://dbpedia.org/ontology/parent""    ]']",['0.5'],['0.5']
1579,['Which soccer players are currently playing for NYC FC?'],"['http://dbpedia.org/property/currentclub,http://dbpedia.org/ontology/SoccerPlayer,']",[],,
1580,"['How many things are located in Ridgewood, New Jersey?']","['http://dbpedia.org/property/birthPlace,']",[' [        "http://dbpedia.org/ontology/location"    ]'],['0.0'],['0.0']
1581,["Which television show's company is Paramount Television and is located in Boston?"],"['http://dbpedia.org/property/company,http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/TelevisionShow,']","[' [        ""http://dbpedia.org/ontology/company"",         ""http://dbpedia.org/property/company""    ]']",['0.5'],['0.5']
1582,['Where was the trainer of Java Gold born?'],"['http://dbpedia.org/property/trainer,http://dbpedia.org/property/birthPlace,']",[],,
1583,['Is the Vadodara railway junction onwed by Indian Railway Ministry?'],"['http://dbpedia.org/ontology/owningOrganisation,']",[' [        "http://dbpedia.org/ontology/grandsire"    ]'],['1.0'],['1.0']
1584,['Where is the T.I. Ahmadiyya Girls Senior High School?'],"['http://dbpedia.org/ontology/denomination,']",[],,
1585,['Into what military organizations is the United States Department of Defense divided?'],"['http://dbpedia.org/ontology/commandStructure,']",[' [        "http://dbpedia.org/ontology/jointCommunity"    ]'],['0.0'],['0.0']
1586,['Name all sitcoms whose theme music is made by Miley Cyrus?'],"['http://dbpedia.org/ontology/musicalBand,http://dbpedia.org/ontology/openingTheme,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/property/music"    ]'],['0.0'],['0.0']
1587,['Does the Toyota Verossa have the front engine design platform?'],"['http://dbpedia.org/ontology/automobilePlatform,']",[' [        "http://dbpedia.org/ontology/automobilePlatform"    ]'],['1.0'],['1.0']
1588,['Was Neil Armstrong on the Gemini 8 mission?'],"['http://dbpedia.org/property/mission,']",[],,
1589,['Name the sitcom with theme music composer as Julian Gingell and channel as Fox Broadcasting Company?'],"['http://dbpedia.org/property/themeMusicComposer,http://dbpedia.org/ontology/channel,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/composer"    ]'],['0.0'],['0.0']
1590,['Which nationalist group was responsible for foundation of Young Lords?'],"['http://dbpedia.org/property/international,']",[],,
1591,['Give me all the alma mater of the relatives of Samuek Moreno Rojas ?'],"['http://dbpedia.org/ontology/relation,http://dbpedia.org/property/almaMater,']",[' [        "http://dbpedia.org/ontology/almaMater"    ]'],['0.5'],['1.0']
1592,"['Where does Truman McGill Hobbs, United States District Judge live?']","['http://dbpedia.org/property/residence,']",[],,
1593,['Name the television program voiced by Isaac Hayes and aired on Comedy Central?'],"['http://dbpedia.org/property/voices,http://dbpedia.org/property/network,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/voice"    ]'],['0.5'],['1.0']
1594,['Which company manufactures cars like the Opel Karl ?'],"['http://dbpedia.org/property/related,http://dbpedia.org/property/parentCompany,http://dbpedia.org/ontology/Automobile,']",[],,
1595,['How many people have fought wars where Arthur St. Clair was a commander?'],"['http://dbpedia.org/ontology/commander,http://dbpedia.org/property/combatant,']",[' [        "http://dbpedia.org/ontology/commander"    ]'],['1.0'],['1.0']
1596,['Name the mammals which are primate and belongs to family of ape ?'],"['http://dbpedia.org/ontology/order,http://dbpedia.org/ontology/family,http://dbpedia.org/ontology/Mammal,']","[' [        ""http://dbpedia.org/ontology/family"",         ""http://purl.org/dc/terms/subject""    ]']",['0.5'],['0.5']
1597,['What are some parties which have people from Mangalore as a member?'],"['http://dbpedia.org/property/placeOfBirth,http://dbpedia.org/property/party,']",[],,
1598,['In which areas can I find wine made of Vitis vinifera grapes?'],"['http://dbpedia.org/ontology/species,http://dbpedia.org/ontology/wineRegion,http://dbpedia.org/ontology/Grape,']",[' [        "http://dbpedia.org/ontology/varietals"    ]'],['0.0'],['0.0']
1599,['In how many different teams have all those who have played as a defenceman been?'],"['http://dbpedia.org/property/position,http://dbpedia.org/property/playedFor,http://dbpedia.org/ontology/SportsTeam,']",[' [        "http://dbpedia.org/ontology/currentTeamManager"    ]'],['0.0'],['0.0']
1600,["Who was buried at St. Mary's Church and fought the battle of  Benedict Arnold's expedition to Quebec ?"],"['http://dbpedia.org/ontology/battle,http://dbpedia.org/property/placeofburial,']",[],,
1601,['How many companies have developed cross platformed softwares?'],"['http://dbpedia.org/property/operatingSystem,http://dbpedia.org/ontology/developer,']",[' [        "http://dbpedia.org/ontology/wikiPageExternalLink"    ]'],['0.0'],['0.0']
1602,['How many cars are the predecessor of cars similar to the Pontiac G8?'],"['http://dbpedia.org/ontology/relatedMeanOfTransportation,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/Automobile,']","[' [        ""http://dbpedia.org/ontology/predecessor"",         ""http://dbpedia.org/property/wordnet_type""    ]']",['0.666666666667'],['1.0']
1603,['What are some famous artists who rocked a Les Paul?'],"['http://dbpedia.org/property/notableInstruments,http://dbpedia.org/ontology/MusicalArtist,']",[' [        "http://dbpedia.org/ontology/artist"    ]'],['0.0'],['0.0']
1604,['Whichi office of Walter Evnas Edge is also the part of Atlantic seaboard fall lines ?'],"['http://dbpedia.org/ontology/part,http://dbpedia.org/property/office,']",[' [        "http://dbpedia.org/ontology/part"    ]'],['1.0'],['1.0']
1605,['Which new Mexico based company produces Surface ?'],"['http://dbpedia.org/property/foundation,http://dbpedia.org/ontology/product,http://dbpedia.org/ontology/Company,']",[' [        "http://dbpedia.org/property/rd1Seed"    ]'],['0.0'],['0.0']
1606,['What is the casting of the movie directed by Justin Zackham ?'],"['http://dbpedia.org/ontology/director,http://dbpedia.org/property/starring,http://dbpedia.org/ontology/Film,']",[' [        "http://dbpedia.org/ontology/editing"    ]'],['0.5'],['1.0']
1607,['How many different organizations own the railway lines which are a part of Norfolk Southern Railway?'],"['http://dbpedia.org/property/system,http://dbpedia.org/property/owner,http://dbpedia.org/ontology/Organisation,']",[],,
1608,['What are the party of the politicians whose deputy was Chaudhary Devi Lal?'],"['http://dbpedia.org/property/deputy,http://dbpedia.org/ontology/otherParty,http://dbpedia.org/ontology/OfficeHolder,']",[' [        "http://dbpedia.org/ontology/deputy"    ]'],['0.0'],['0.0']
1609,["Who composed the episode after which came Butter's Very own Episode?"],"['http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/TelevisionEpisode,']",[' [        "http://dbpedia.org/ontology/episodeNumber"    ]'],['0.0'],['0.0']
1610,["What are some wars fought when Chung Il Kwon as the country's prime minister?"],"['http://dbpedia.org/property/primeminister,http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/MilitaryConflict,']",[' [        "http://dbpedia.org/ontology/primeMinister"    ]'],['0.0'],['0.0']
1611,['List down all the baseball teams whose team manager was a Catcher?'],"['http://dbpedia.org/ontology/position,http://dbpedia.org/ontology/manager,http://dbpedia.org/ontology/BaseballTeam,']",[' [        "http://dbpedia.org/ontology/college"    ]'],['0.0'],['0.0']
1612,['Which founding cities of Young Americans Bank is also the location of Denver Broncos ?'],"['http://dbpedia.org/property/foundation,http://dbpedia.org/ontology/locationCity,']",[' [        "http://dbpedia.org/ontology/location"    ]'],['0.5'],['1.0']
1613,['How many people have worked for teams chaired by Patricia Amorim?'],"['http://dbpedia.org/ontology/chairman,http://dbpedia.org/property/name,http://dbpedia.org/ontology/Person,']",[],,
1614,['Who designed the stadiums which have been rented by Oakland athletics?'],"['http://dbpedia.org/ontology/tenant,http://dbpedia.org/property/architect,http://dbpedia.org/ontology/Stadium,']",[' [        "http://dbpedia.org/ontology/tenant"    ]'],['1.0'],['1.0']
1615,['Which team did Michael and Ryan Powell play for?'],"['http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/team,']","[' [        ""http://dbpedia.org/ontology/team"",         ""http://dbpedia.org/property/nllDraftTeam""    ]']",['1.0'],['1.0']
1616,['How many different people have been in any political seat in places which are under the Indian Standard timezone?'],"['http://dbpedia.org/ontology/timeZone,http://dbpedia.org/ontology/leaderName,']",[' [        "http://dbpedia.org/ontology/timeZone"    ]'],['1.0'],['1.0']
1617,['Which broadcast area of CFRX is also the palce of birth of Anthony Raymond ?'],"['http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/property/placeOfBirth,']",[' [        "http://dbpedia.org/ontology/broadcastArea"    ]'],['1.0'],['1.0']
1618,['Bridges over which rivers are made of Wrought Iron?'],"['http://dbpedia.org/property/material,http://dbpedia.org/ontology/river,http://dbpedia.org/ontology/Bridge,']",[' [        "http://dbpedia.org/ontology/type"    ]'],['0.0'],['0.0']
1619,['Count the different genres of music made by Argentinian bands?'],"['http://dbpedia.org/ontology/hometown,http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/MusicGenre,']","[' [        ""http://dbpedia.org/ontology/genre"",         ""http://dbpedia.org/ontology/setDesigner""    ]']",['0.5'],['0.5']
1620,"['For how many PMs did the politician work, whose successor was Kingsley Wood?']","['http://dbpedia.org/ontology/successor,http://dbpedia.org/property/primeminister,http://dbpedia.org/ontology/OfficeHolder,']",[' [        "http://dbpedia.org/ontology/successor"    ]'],['1.0'],['1.0']
1621,['How many head of agencies were there in Nazi Germany?'],"['http://dbpedia.org/ontology/jurisdiction,http://dbpedia.org/ontology/leader,']",[' [        "http://dbpedia.org/property/birthPlace"    ]'],['0.0'],['0.0']
1622,['Which nickname of Lyons Township JHigh school is also the mascot of Galatasaray Handball Team ?'],"['http://dbpedia.org/property/mascot,http://dbpedia.org/property/nickname,']",[],,
1623,['Was Love Hurts in Short Cut Draw Blood?'],"['http://dbpedia.org/property/album,']",[],,
1624,['Which Tv series led to Frasier?'],"['http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/property/country"    ]'],['0.0'],['0.0']
1625,['Count the number of people became famous for when Andrew Jackson was a commander ?'],"['http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/knownFor,']","[' [        ""http://dbpedia.org/ontology/commander"",         ""http://dbpedia.org/ontology/country""    ]']",['0.5'],['0.5']
1626,['Count the writers whose work has been played in NY?'],"['http://dbpedia.org/property/place,http://dbpedia.org/property/writer,']",[' [        "http://dbpedia.org/ontology/sourcePosition"    ]'],['0.0'],['0.0']
1627,['Which rivers flow into the lower manhatten?'],"['http://dbpedia.org/ontology/mouthMountain,']",[' [        "http://dbpedia.org/ontology/lowestPosition"    ]'],['0.0'],['0.0']
1628,['Does Walson Augustin play as a midfielder?'],"['http://dbpedia.org/ontology/position,']",[' [        "http://dbpedia.org/ontology/team"    ]'],['0.0'],['0.0']
1629,['What are the airline hubs of Cascade Airways?'],"['http://dbpedia.org/ontology/ideology,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
1630,['How many movies have their music signed up with Sony Music Entertainment.'],"['http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,']",[' [        "http://dbpedia.org/ontology/producer"    ]'],['0.0'],['0.0']
1631,['What are some devices whose manufacturers are in taiwan?'],"['http://dbpedia.org/property/locationCountry,http://dbpedia.org/ontology/manufacturer,http://dbpedia.org/ontology/Device,']",[' [        "http://dbpedia.org/property/location"    ]'],['0.0'],['0.0']
1632,['People in the royal Thai army follow which religion?'],"['http://dbpedia.org/property/branch,http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/Person,']",[],,
1633,['was james watt a mechanical engineer?'],"['http://dbpedia.org/ontology/field,']",[],,
1634,['Who is the artist of Time Radio hour ?'],"['http://dbpedia.org/property/creator,']",[],,
1635,['How many prime ministers did the predecessor of Duncan Sandys  serve?'],"['http://dbpedia.org/property/successor,http://dbpedia.org/property/primeminister,']",[' [        "http://dbpedia.org/ontology/predecessor"    ]'],['0.0'],['0.0']
1636,['Which party won the elections when Y.S. Rajasekhara Reddy was in power?'],"['http://dbpedia.org/property/leader,http://dbpedia.org/ontology/affiliation,http://dbpedia.org/ontology/Election,']",[],,
1637,['Is Henry David Thoreau interested in Politics?'],"['http://dbpedia.org/property/mainInterests,']",[' [        "http://dbpedia.org/ontology/mainInterest"    ]'],['0.0'],['0.0']
1638,['Which settelment area is the home town of the Danny Felice and Cline Buckens?'],"['http://dbpedia.org/ontology/hometown,http://dbpedia.org/ontology/hometown,http://dbpedia.org/ontology/Settlement,']","[' [        ""http://dbpedia.org/ontology/hometown"",         ""http://dbpedia.org/ontology/nationality""    ]']",['1.0'],['1.0']
1639,['How many people are buried in Arlington National Cemetery?'],"['http://dbpedia.org/property/placeofburial,']",[],,
1640,['Is the Caterpullar 797F assembled in North America?'],"['http://dbpedia.org/property/assembly,']",[],,
1641,['Does Dan River flow into the Jordan Valley?'],"['http://dbpedia.org/ontology/leftTributary,']",[' [        "http://dbpedia.org/ontology/mouthElevation"    ]'],['0.0'],['0.0']
1642,['Does Beth Tweddle play for the City of Liverpool gymnast club?'],"['http://dbpedia.org/property/club,']",[],,
1643,['Was Krzystof Wielicki the first person that ascended the mt everest?'],"['http://dbpedia.org/ontology/firstAscentPerson,']",[' [        "http://dbpedia.org/ontology/president"    ]'],['0.5'],['1.0']
1644,['List the sports played in private universities.'],"['http://dbpedia.org/ontology/type,http://dbpedia.org/ontology/sport,']",[' [        "http://dbpedia.org/ontology/athletics"    ]'],['0.0'],['0.0']
1645,['Name the president whose had relatives in Clinton family and lieutenant named Joe Purcell?'],"['http://dbpedia.org/ontology/relation,http://dbpedia.org/ontology/lieutenant,http://dbpedia.org/ontology/President,']","[' [        ""http://dbpedia.org/ontology/president"",         ""http://dbpedia.org/ontology/lieutenant""    ]']",['0.5'],['0.5']
1646,['Who oarent organization of Get TV is also the label provider of I Pray on CHristmas ?'],"['http://dbpedia.org/property/label,http://dbpedia.org/ontology/parentOrganisation,']",[' [        "http://dbpedia.org/property/producer"    ]'],['0.0'],['0.0']
1647,['In how many states can one find Burr Tuss kind of bridges?'],"['http://dbpedia.org/property/style,http://dbpedia.org/ontology/state,http://dbpedia.org/ontology/Region,']",[],,
1648,['Name the television show whose theme music is composed by Julian Gingell and broadcasted on FOX ?'],"['http://dbpedia.org/property/themeMusicComposer,http://dbpedia.org/property/channel,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/property/network"    ]'],['0.0'],['0.0']
1649,"['Through which important cities the does the river originating from the Duwamish, flow?']","['http://dbpedia.org/ontology/source,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,']","[' [        ""http://dbpedia.org/ontology/river"",         ""http://dbpedia.org/ontology/country""    ]']",['0.0'],['0.0']
1650,['Which politicians son is buried in Metairie Cementery?'],"['http://dbpedia.org/property/placeofburial,http://dbpedia.org/ontology/child,http://dbpedia.org/ontology/OfficeHolder,']",[],,
1651,['To which students did Ernest Rutherford advised to?'],"['http://dbpedia.org/property/doctoralAdvisor,']",[],,
1652,['What is the Home Stadium of the Kenya national under-20 football team where Matin Suji was also born ?'],"['http://dbpedia.org/property/homeStadium,http://dbpedia.org/ontology/birthPlace,']",[' [        "http://dbpedia.org/ontology/stadium"    ]'],['0.0'],['0.0']
1653,['What foundation palce of Temenos Group is the death palce of jerzy Jzef Poocki ?'],"['http://dbpedia.org/property/foundation,http://dbpedia.org/property/placeOfDeath,']",[],,
1654,['Which company owns the airlines whose hub is in Dubai?'],"['http://dbpedia.org/property/hubs,http://dbpedia.org/property/parent,http://dbpedia.org/ontology/Airline,']",[],,
1655,['How many people have parterned with the person choroegraphed by Catarina Lindgren in the past?'],"['http://dbpedia.org/ontology/formerChoreographer,http://dbpedia.org/ontology/formerPartner,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
1656,['In which city was the film star of Singhasan Battisi born ?'],"['http://dbpedia.org/ontology/starring,http://dbpedia.org/property/birthPlace,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.5'],['1.0']
1657,['Who all are starring in the  movies where director of photography is John Derek ?'],"['http://dbpedia.org/ontology/cinematography,http://dbpedia.org/property/starring,http://dbpedia.org/ontology/Film,']",[' [        "http://dbpedia.org/ontology/starring"    ]'],['0.0'],['0.0']
1658,['Name some software as a service?'],"['http://dbpedia.org/ontology/license,http://dbpedia.org/ontology/Software,']",[' [        "http://dbpedia.org/ontology/wikiPageExternalLink"    ]'],['0.0'],['0.0']
1659,['What are some other things developed by the company who made the remote desktop protocol?'],"['http://dbpedia.org/property/products,http://dbpedia.org/ontology/product,http://dbpedia.org/ontology/Company,']",[' [        "http://purl.org/dc/terms/subject"    ]'],['0.0'],['0.0']
1660,["Which office holder's predecessor is  Lucius Cornelius and his associate is Marcus Calpurnius Bibulus?"],"['http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/associate,http://dbpedia.org/ontology/OfficeHolder,']","[' [        ""http://dbpedia.org/ontology/predecessor"",         ""http://dbpedia.org/ontology/associate""    ]']",['1.0'],['1.0']
1661,"['List the people educated at Harvard-Westlake School and has resting place as Palo Alto, California?']","['http://dbpedia.org/ontology/almaMater,http://dbpedia.org/property/restingPlace,http://dbpedia.org/ontology/Person,']","[' [        ""http://dbpedia.org/property/place"",         ""http://dbpedia.org/ontology/location""    ]']",['0.0'],['0.0']
1662,['What did other artists associated with the Shirelles make?'],"['http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/Artist,']",[' [        "http://dbpedia.org/ontology/artist"    ]'],['0.0'],['0.0']
1663,['Which parent company of the Cornell University Press is also the alma mater of the Mario Garca Menocal?'],"['http://dbpedia.org/ontology/parentCompany,http://dbpedia.org/ontology/almaMater,']",[' [        "http://dbpedia.org/ontology/parentCompany"    ]'],['1.0'],['1.0']
1664,['Count the band members of Skull Gang?'],"['http://dbpedia.org/ontology/bandMember,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/bandMember"    ]'],['1.0'],['1.0']
1665,['What is the political party to which Purnima Banerjee is a member of?'],"['http://dbpedia.org/ontology/knownFor,']",[' [        "http://dbpedia.org/property/nationality"    ]'],['0.0'],['0.0']
1666,['Who was the president during the time the opponent of John Hospers was in the office?'],"['http://dbpedia.org/ontology/opponent,http://dbpedia.org/ontology/incumbent,']","[' [        ""http://dbpedia.org/ontology/opponent"",         ""http://dbpedia.org/ontology/birthPlace""    ]']",['0.5'],['0.5']
1667,['Whcih land of Citi Trends is also the constituency of Malik Al-Hassan Yakubu ?'],"['http://dbpedia.org/property/constituency,http://dbpedia.org/ontology/country,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['1.0'],['1.0']
1668,['In which country does the publishing house exist which was cofounded by Panos Loannides?'],"['http://dbpedia.org/ontology/founder,http://dbpedia.org/property/country,http://dbpedia.org/ontology/Publisher,']",[' [        "http://dbpedia.org/ontology/foundedBy"    ]'],['0.0'],['0.0']
1669,['To which settlement does Elliot Bay belong to?'],"['http://dbpedia.org/property/cities,']",[],,
1670,['Which band produced the album Aida?'],"['http://dbpedia.org/property/album,http://dbpedia.org/ontology/musicalArtist,http://dbpedia.org/ontology/MusicalWork,']",[],,
1671,['What do the banks owned by Norwegian ministry of finance produce?'],"['http://dbpedia.org/ontology/parentCompany,http://dbpedia.org/property/products,http://dbpedia.org/ontology/Bank,']",[' [        "http://dbpedia.org/ontology/parentCompany"    ]'],['1.0'],['1.0']
1672,['What organisation regulates and controls the New Sanno Hotel?'],"['http://dbpedia.org/ontology/tenant,']",[' [        "http://www.georss.org/georss/point"    ]'],['0.0'],['0.0']
1673,['Where do networks affiliated with ETC broadcast?'],"['http://dbpedia.org/property/affiliation,http://dbpedia.org/property/area,http://dbpedia.org/ontology/BroadcastNetwork,']",[],,
1674,['Which borough is common for Duddeston and Bordesley railway station ?'],"['http://dbpedia.org/property/borough,http://dbpedia.org/property/borough,']",[],,
1675,['Name the office holder whose final resting place is North Bend and was part of Siege of fort recovery conflict ?'],"['http://dbpedia.org/ontology/battle,http://dbpedia.org/property/restingplace,http://dbpedia.org/ontology/OfficeHolder,']",[' [        "http://dbpedia.org/ontology/place"    ]'],['0.0'],['0.0']
1676,"['In which state is Goose Lake Valle, which is also part of Lava River Cave ?']","['http://dbpedia.org/ontology/state,http://dbpedia.org/ontology/location,']","[' [        ""http://dbpedia.org/ontology/state"",         ""http://dbpedia.org/ontology/part""    ]']",['0.5'],['0.5']
1677,['In which fields have people born in Lausanne worked?'],"['http://dbpedia.org/property/placeOfBirth,http://dbpedia.org/property/fields,']",[],,
1678,['For whom did Michael Springer palyed for which is also had a former student named Donald Brooks ?'],"['http://dbpedia.org/property/team,http://dbpedia.org/property/education,']",[],,
1679,['How many artists have collaborated with famous guitar players?'],"['http://dbpedia.org/property/notableInstruments,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/Artist,']",[],,
1680,['List the profession of senate whose one of the profession is United States Coast Guard ?'],"['http://dbpedia.org/ontology/profession,http://dbpedia.org/ontology/profession,http://dbpedia.org/ontology/Politician,']",[],,
1681,['What have some US citizens died of?'],"['http://dbpedia.org/property/citizenship,http://dbpedia.org/ontology/deathCause,']",[],,
1682,['Does the platte river originate in Colorado?'],"['http://dbpedia.org/ontology/sourceRegion,']",[' [        "http://dbpedia.org/ontology/routeStart"    ]'],['0.0'],['0.0']
1683,['Is the Hyundai Lavita assembled in Kulim?'],"['http://dbpedia.org/ontology/assembly,']",[' [        "http://dbpedia.org/ontology/meetingCity"    ]'],['0.0'],['0.0']
1684,['Is the national endowment of arts under the jurisdiction of federal government of US?'],"['http://dbpedia.org/property/jurisdiction,']",[' [        "http://dbpedia.org/property/jurisdiction"    ]'],['1.0'],['1.0']
1685,['Was Kevin Rudd the PM of Julia Gillard?'],"['http://dbpedia.org/ontology/primeMinister,']",[' []'],['0.0'],['0.0']
1686,['Which country were the people from who became famous for the Ramon Mangsaysay Award?'],"['http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/stateOfOrigin,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/award"    ]'],['0.0'],['0.0']
1687,['Which employer of Michael M. Sears is also the producer of Delta III ?'],"['http://dbpedia.org/ontology/employer,http://dbpedia.org/ontology/manufacturer,']","[' [        ""http://dbpedia.org/ontology/producer"",         ""http://dbpedia.org/ontology/employer""    ]']",['0.5'],['0.5']
1688,['Guggenheim family is the cofounder of a company that invested stocks in which baseball teams?'],"['http://dbpedia.org/property/founder,http://dbpedia.org/property/owner,http://dbpedia.org/ontology/BaseballTeam,']",[],,
1689,"['Who won the ohio house of representatives, 2010?']","['http://dbpedia.org/property/incumbent,']",[],,
1690,['Where is the headquarters of the public transit system which owns the American Boulevard (Metro Transit station) located ?'],"['http://dbpedia.org/ontology/owningOrganisation,http://dbpedia.org/property/headquarters,http://dbpedia.org/ontology/PublicTransitSystem,']",[' [        "http://dbpedia.org/ontology/supply"    ]'],['0.0'],['0.0']
1691,['List all the members of the organization whose one of the members is Bangladesh ?'],"['http://dbpedia.org/property/membership,http://dbpedia.org/property/membership,http://dbpedia.org/ontology/Organisation,']",[],,
1692,['List all the school of the rugby player whose one of the school is Michael House ?'],"['http://dbpedia.org/ontology/school,http://dbpedia.org/property/school,http://dbpedia.org/ontology/RugbyPlayer,']",[' [        "http://dbpedia.org/ontology/school"    ]'],['1.0'],['1.0']
1693,['What is the total number of professions in which someone who has suicided worked?'],"['http://dbpedia.org/property/deathCause,http://dbpedia.org/ontology/occupation,']",[' [        "http://dbpedia.org/ontology/spouse"    ]'],['0.0'],['0.0']
1694,['To which country do the players of Waitakere United belong?'],"['http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Athlete,']",[' [        "http://dbpedia.org/ontology/hometown"    ]'],['0.0'],['0.0']
1695,['How many relatives are there of veterans of operation Barbarossa?'],"['http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/relation,']",[' [        "http://dbpedia.org/ontology/commander"    ]'],['0.0'],['0.0']
1696,['How many leagues have used the O.co Coliseum?'],"['http://dbpedia.org/ontology/tenant,']",[],,
1697,['What kind of games are made by Interplay Entertainment?'],"['http://dbpedia.org/ontology/publisher,http://dbpedia.org/property/genre,http://dbpedia.org/ontology/VideoGame,']",[' [        "http://dbpedia.org/ontology/successor"    ]'],['0.0'],['0.0']
1698,['Where did the spouse of pmare ii die?'],"['http://dbpedia.org/property/spouse,http://dbpedia.org/ontology/deathPlace,']",[],,
1699,['Where do cherry chevapravatdumrong and daisi pollard both live?'],"['http://dbpedia.org/ontology/residence,http://dbpedia.org/ontology/residence,']",[' [        "http://dbpedia.org/ontology/activeYearsStartYear"    ]'],['0.0'],['0.0']
1700,['How many bands are based in London?'],"['http://dbpedia.org/ontology/hometown,http://dbpedia.org/ontology/Band,']",[' [        "http://dbpedia.org/property/location"    ]'],['0.0'],['0.0']
1701,['To which educational institute does Cornell University Press belong to?'],"['http://dbpedia.org/ontology/parentCompany,']",[' []'],['0.0'],['0.0']
1702,['Is Robert Boyle a chemist?'],"['http://dbpedia.org/ontology/field,']",[' [        "http://dbpedia.org/ontology/keyPerson"    ]'],['0.0'],['0.0']
1703,['What city was recorded in Live in detroit which is also the official residence of ken Holland ?'],"['http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/ontology/residence,']","[' [        ""http://dbpedia.org/ontology/residence"",         ""http://dbpedia.org/ontology/recordedIn""    ]']",['1.0'],['1.0']
1704,['Which famous physicist was academically advised by Benjamin Pulleyn?'],"['http://dbpedia.org/ontology/academicAdvisor,http://dbpedia.org/ontology/Scientist,']",[' [        "http://dbpedia.org/ontology/stateDelegate"    ]'],['0.0'],['0.0']
1705,['What is the county seat of the district through which the Beckler River flows?'],"['http://dbpedia.org/ontology/district,http://dbpedia.org/ontology/countySeat,http://dbpedia.org/ontology/AdministrativeRegion,']",[' [        "http://dbpedia.org/ontology/district"    ]'],['1.0'],['1.0']
1706,['Name some local authorities of schools which have a mixed gender education system?'],"['http://dbpedia.org/ontology/gender,http://dbpedia.org/ontology/localAuthority,http://dbpedia.org/ontology/School,']",[' [        "http://dbpedia.org/ontology/gender"    ]'],['1.0'],['1.0']
1707,['Name the TV shows related to Babylon 5: The Lost Tales and is aired on Prime TIme Entertainment Networks ?'],"['http://dbpedia.org/ontology/related,http://dbpedia.org/ontology/network,http://dbpedia.org/ontology/TelevisionShow,']","[' [        ""http://dbpedia.org/ontology/network"",         ""http://dbpedia.org/ontology/related""    ]']",['1.0'],['1.0']
1708,['Does KOMC play Gospel Music?'],"['http://dbpedia.org/ontology/programmeFormat,']","[' [        ""http://dbpedia.org/ontology/developer"",         ""http://xmlns.com/foaf/0.1/name""    ]']",['0.5'],['0.5']
1709,['Which creation of Josh Friedman was portrayed in Terminator 2 ?'],"['http://dbpedia.org/ontology/portrayer,http://dbpedia.org/property/creator,']",[' [        "http://dbpedia.org/ontology/portrayer"    ]'],['1.0'],['1.0']
